Entry_Number,Description,Category,Weight_g,Location,Page
MD 21014,"Supplement3.5Grams3 Pre-rolledSuspected 804ConowingoRd., Bel Air, MD 21014",Preroll,,,514
Entry-516-1250,Controlled Dan Substances CDS,Preroll,,,516
Entry-517-1251,CheckforCOS:0 CDS Possession[::) CDSPWID O Unknown 05/14/25 Harford [3,Ambiguous,,,517
Entry-517-1252,Suspect O Juveníle O Unknown DOB: FBI#: SID#:,Ambiguous,,,517
Entry-517-1253,Victim D Unknown DOB:,Ambiguous,,,517
Entry-517-1254,"1 Three ""Gold Spectrum THC Cherry Pie"" Suspected Cannabis Cigarettes",Flower,,,517
Entry-518-1255,3 Cannabis blunts,Flower,,,518
Entry-518-1256,This report is in reference to an ongoing Controlled Dangerous Substance (CDS) investigation conducted,Preroll,,,518
Entry-518-1257,purpose ofpurchasingCannabis from the store.,Flower,,,518
Entry-518-1258,"Detective Phipps was met by the clerk and informed him that he was looking for Cannabis, preferably",Flower,,,518
Entry-518-1259,"these getmehighas shit."" DetectivePhippspurchasedthreedifferenceflavorsofthepre-rolledCannabis ""blunts.""",Flower,,,518
Entry-518-1260,"DetectivePhippsspentapproximately $42 forthe totalpurchase ofthe three ""blunts.""",Preroll,,,518
Entry-518-1261,"Detective Phipps later inspected the packaging which states that each ""blunt"" contains 1.5 grams of""Top",Preroll,1.5,,518
Entry-518-1262,"shelfflower', and .5 rams of""Li uid Diamonds,""",Flower,,,518
Entry-520-1263,ThreeCannabisblunts,Flower,,,520
Entry-521-1264,Controlled Danaerous Substances CDS,Preroll,,,521
Entry-522-1265,CheckforCDS:0 CDSPossession ? CDSPWIDO Unknown 05/29/25 Harford El,Ambiguous,,,522
Entry-522-1266,Suspect OJuvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,522
Entry-522-1267,Victim O Unknown DOB:,Ambiguous,,,522
Entry-522-1268,1 Three Pre-Rolled Cigarettes Containing Suspected Cannabis,Flower,,,522
Entry-522-1269,"statedlnessentiallythesameconditionaswhenreœived,exœptthatmaterialorportionconsumedintheanalysisattheForensicSciencesDívlsion.",Ambiguous,,,522
Entry-523-1271,THC blunt window,Preroll,,,523
S1158,5 Pinkcontainerw/rolled Behindthe counterbyfront Smith#S1158,Preroll,,,523
s,6 THC items Backcounter byT-shirts Kadolph #B154,Unknown,,,523
Entry-529-1274,Pre rolled THC cigarettes: 373.5,Preroll,,,529
Entry-529-1275,Cannabis (flower): 613.5,Flower,,,529
Entry-529-1276,DABS (concentrated oil cannabis): 56 grams,Flower,56.0,,529
Entry-529-1277,THC vapes/carts: 767,Cartridge,,,529
Entry-529-1278,THC Gummies: 345.9,Edible,,,529
S,TOTAL WEIGHTS OF THC/PSJLOCYBIN ITEMS:,Unknown,,,529
s,All items were properly packaged and placed into property. Samples of the suspected TIIC items and,Ambiguous,,,530
Entry-539-1280,CheckforCDS:?CDSPossessiona CDSPWIDOUnknown 05/29/2025 Harford B,Ambiguous,,,539
Entry-539-1281,Suspect OJuvenile OUnknown DOB: 06/12/1959 FBI#: SID#:,Ambiguous,,,539
Entry-539-1282,Victim O Unknown DOB:,Ambiguous,,,539
Entry-539-1283,Drua Chemistrv THC percentage,Unknown,,,539
Entry-539-1284,1 bag containing two samplecontainers of suspectedTHC flower,Flower,,,539
Entry-539-1285,2 bag containing two sample hypridstlllzypre rolled the,Preroll,,,539
Entry-539-1287,4 bag containing two sample Hash Hole pre rolled the ',Concentrate,,,539
Entry-539-1288,5 bag containing two sample THC dabs,Concentrate,,,539
Entry-539-1290,"statedlnessentiallythesameconditionaswhenreceived,exceptthatmaterial°'portionconsumedlntheana1ys1SatthefOrensicSciencesDivision.",Ambiguous,,,539
cun01,3 bag containing two sample cookie berry pre rolled the FV 1 cun01,Edible,,,539
is,*Each item is a samplefrom a large batch ofthe respectíve item,Unknown,,,539
Entry-540-1291,CheckforCOS:Œ:ICDSPossessionO CDSPWIDO Unknown 05/29/2025 Harford [:),Ambiguous,,,540
Entry-540-1292,Suspect OJuvenile OUnknown DOB: nia FBI#: SID#:,Ambiguous,,,540
Entry-540-1293,Victim O Unknown DOB:,Ambiguous,,,540
Entry-540-1294,Drug Chemistry THC percentaqe,Unknown,,,540
Entry-540-1295,1 bag containing three samples of suspected psilocybin,Ambiguous,,,540
Entry-540-1296,2 bag containingthree samplesthegummies ñ/ I Q111f',Edible,,,540
Entry-540-1297,"3 bag containingthree samplesthe cartridge ""'""""",Cartridge,,,540
is,*Each item is asample from a large batch of the respectiveitem,Unknown,,,540
Entry-541-1299,? No Type(s)ofCDS? Marijuana OFemale A,Flower,,,541
Entry-543-1300,!! No Type(s)ofCDS?Marijuana O Female,Flower,,,543
Entry-545-1301,iii No Type(s)ofCDS? Marijuana O Female,Flower,,,545
Entry-547-1302,? No Type(s)ofCDS? Marijuana O Female,Flower,,,547
Entry-549-1303,"Distribution, PossessionwithIntenttoDistribute, andPossession of aControlledDangerous Substances",Preroll,,,549
Entry-549-1304,"Controlled Dangerous Substances, including narcotics, hallucinogens, and other dangerous drugs",Preroll,,,549
Entry-550-1305,"operation of controlled dangerous substances violations, found in or upon said premises and",Preroll,,,550
Entry-550-1306,"person(s) in close proximity to contraband, controlled dangerous substances or controlled",Preroll,,,550
Entry-550-1307,controlled dangerous substance violationsandansweringmachineandansweringmachinetapes;,Preroll,,,550
Entry-550-1308,from violations ofthecontrolled dangeroussubstances laws;,Preroll,,,550
Entry-551-1310,THC blunt window,Preroll,,,551
S1158,5 Pink containerw/rolled Behindthe counterby front Smith#S1158,Preroll,,,551
s,6 THC items Backcounterby T-shirts Kadolph#B154,Unknown,,,551
Entry-557-1313,Pre rolled THC cigarettes: 373.5,Preroll,,,557
Entry-557-1314,Cannabis (flower): 613.5,Flower,,,557
Entry-557-1315,DABS (concentrated oil cannabis): 56 grams,Flower,56.0,,557
Entry-557-1316,THC vapes/carts: 767,Cartridge,,,557
Entry-557-1317,THC Gummies: 345.9,Edible,,,557
S,TOTAL WEIGHTS OF THC/PSILOCYBIN ITEMS:,Unknown,,,557
Entry-559-1319,CheckforCDS: 0 CDSPossession?CDSPWIDO Unknown 05/29/2025 Harford El,Ambiguous,,,559
Entry-559-1320,Suspect O Juvenile O Unknown DOB: 06/12/1959 FBI#: SID#:,Ambiguous,,,559
Entry-559-1321,Victim O Unknown DOB:,Ambiguous,,,559
Entry-559-1322,1 bag containing three samples ofsuspected psilocybin,Ambiguous,,,559
Entry-559-1323,"statedinessentiallythesamecoroitionaswhenreceived,exceptthatmaterialorportionconsumedintheanalysisattheForensicSdenœsDivision.",Ambiguous,,,559
Entry-560-1324,CheckforCDS: ? CDSPossessionO CDSPWIDO Unknown 05/29/2025 Harford E),Ambiguous,,,560
Entry-560-1325,Suspect O Juvenile O Unknown DOB: n/a FBI#: SID#:,Ambiguous,,,560
Entry-560-1326,Victim D Unknown DOB:,Ambiguous,,,560
Entry-560-1327,Drug Chemistry THC percentage,Unknown,,,560
Entry-560-1328,1 bag containing three samples ofsuspected psilocybin,Ambiguous,,,560
Entry-560-1329,2 bag containing three samples the gummies,Edible,,,560
Entry-560-1330,3 bag containing three samples the cartridge,Cartridge,,,560
Entry-560-1332,"statedinessentiallythesameconditionaswhenreceived,exœptthatmaterialorportionconsumedlntheanalysisattheForenseSciencesDivision.",Ambiguous,,,560
is,*Each item is a sample from a large batch ofthe respective item,Unknown,,,560
Entry-561-1333,CheckforCDS: ? CDSPossession?CDSPWID O Unknown 05/29/2025 Harford [:),Ambiguous,,,561
Entry-561-1334,Suspect O Juvenile O Unknown DOB: 06/12/1959 FBI#: SID#:,Ambiguous,,,561
Entry-561-1335,Victim O Unknown DOB:,Ambiguous,,,561
Entry-561-1336,1 bag containing three samples the cartridge,Cartridge,,,561
Entry-561-1337,"statedinessentiallythesameconditkrlaswhenreœiVed,exceptthatmaterialorportionconsumedintheanalysisattheForensicSciencesDivision.",Ambiguous,,,561
Entry-562-1338,CheckforCOS:? CDSPossession0 CDSPWID O Unknown 05/29/2025 Harford,Ambiguous,,,562
Entry-562-1339,Suspect O Juvenile O Unknown DOB: 06/12/1959 FBI#: SID#:,Ambiguous,,,562
Entry-562-1340,Victim O Unknown DOB:,Ambiguous,,,562
Entry-562-1341,1 bag containing two sample containers ofsuspectedTHC flower,Flower,,,562
Entry-562-1342,2 bag containing two sample hyprid stlllzy pre rolled the,Preroll,,,562
Entry-562-1343,3 bag containing two sample cookie berry pre rolled the,Edible,,,562
Entry-562-1344,4 bag containing two sample Hash Hole pre rolled the,Concentrate,,,562
Entry-562-1345,5 bag containing two sample THC dabs,Concentrate,,,562
Entry-562-1346,"statedlnessentiallythesameconditionaswhenreœived,exœptthatmaterialorportionconsumedlntheanalysisattheForensic:SciencesOívislon.",Ambiguous,,,562
Entry-563-1347,CheckforCDS: B CDSPossesslonP]CDS PWIDO Unknown 05/29/2025 Harford [3,Ambiguous,,,563
Entry-563-1348,Suspect O Juvenile O Unknown DOB: 06/12/1959 FBI#: SID#:,Ambiguous,,,563
Entry-563-1349,Victim O Unknown DOB:,Ambiguous,,,563
Entry-563-1350,1 bag containing three samples the gummies,Edible,,,563
Entry-563-1351,"statedlnessentiallytilesameconditionaswhenreceived,exœptthatmaterialorportionconsumedintheanalysisattheForensicSciencesDivision.",Ambiguous,,,563
Entry-564-1352,"hem Qty Supervisor DesignatesuspectedCDStypeandpackaging, Estimated",Ambiguous,,,564
Entry-564-1353,"Psilocybin Mushrooms (Vape, Chocolate barandgum,nies)",Cartridge,,,564
Entry-565-1354,Controlled Dan erous Substances CDS,Preroll,,,565
Entry-566-1356,THC Gummies invariouspackaginglocated in box,Edible,,,566
Qty,Item Qty Supervisor DesignatesuspectedCDStypeandpackaging. Estimalcd,Ambiguous,,,566
Entry-567-1357,Controlled Dan erous Substances CDS,Preroll,,,567
Entry-568-1358,original boxsomepre rollswere inlocated in box,Preroll,,,568
Entry-570-1360,tHCcarts,Cartridge,,,570
Qty,"Item Qty Su¡,avisor DesignatesuspectedCOSiypeandpackaging. Estimated",Ambiguous,,,570
Entry-571-1361,Controlled Dan Substances CDS,Preroll,,,571
Entry-573-1362,NameUnknown : D Juvenile: D,Ambiguous,,,573
Entry-573-1363,NameUnknown : @ Juvenile: D,Ambiguous,,,573
Entry-574-1364,"Description : PSILOCYBIN MUSHROOMS (VAPE,CHOCOLATE BARAND GUMMIES)LOCATED INABROWN BAG",Cartridge,,,574
Entry-575-1365,"Brand: THCGUMMIES Disposition : HELD, EVIDENCE",Edible,,,575
Entry-576-1366,Brand: THCCARTS Disposition :,Cartridge,,,576
Entry-576-1367,Description : SAMPLETHC CARTS (3),Cartridge,,,576
Entry-576-1368,SAMPLETHC GUMMIES (3),Edible,,,576
Entry-576-1369,SAMPLE PSILOCYBIN MUSHROOMS (3),Unknown,,,576
Entry-576-1370,"Brand: SAMPLES Disposition : HELD, EVIDENCE",Unknown,,,576
Entry-576-1371,Description : TWOSAMPLETHC FLOWERCONTAINERS,Flower,,,576
Entry-576-1372,TWOSAMPLEPRE ROLLED HYBRIDSTll2Y,Preroll,,,576
Entry-576-1373,TWOSAMPLEPRE ROLLED COOKIEBERRY,Edible,,,576
Entry-576-1374,TWOSAMPLEPRE ROLL HASH HOLE,Concentrate,,,576
Entry-576-1375,TWOSAMPLETHC DBS,Unknown,,,576
Entry-577-1376,"Description : PSILOCYBIN MUSHROOMS (VAPE,CHOCOLATE BARAND GUMMIES)LOCATED INA BROWN BAG I",Cartridge,,,577
Entry-578-1377,Description : SAMPLETHC CARTS (3) I,Cartridge,,,578
Entry-581-1378,Controlled Danzerous Substances CDS,Preroll,,,581
Entry-581-1379,THC Gummiesin various packaging located in box,Edible,,,581
Entry-582-1380,Controlled Danzerous Substances CDS,Preroll,,,582
Entry-583-1381,original box some pre rollswere in located in box,Preroll,,,583
Entry-585-1382,Controlled Danzerous Substances CDS,Preroll,,,585
Entry-586-1383,Controlled Danzerous Substances CDS,Preroll,,,586
Entry-587-1384,CheckforCDS: E:) CDSPossessionE:)CDS PWIDO Unknown 05/29/2025 Harford B,Ambiguous,,,587
Entry-587-1385,Suspect O Juvenile D Unknown DOB: 06/12/1959 FBI#: SID#:,Ambiguous,,,587
Entry-587-1386,Victim O Unknown DOB:,Ambiguous,,,587
Entry-587-1387,1 bag containing two sample containers of suspected THC flower,Flower,,,587
Entry-587-1388,2 bag containing two sample hyprid stlllzy pre rolled the,Preroll,,,587
Entry-587-1389,3 bag containing two sample cookie berry pre rolled the AJ 1JU.00\,Edible,,,587
Entry-587-1390,4 bag containing two sample Hash Hole pre rolled the,Concentrate,,,587
Entry-587-1391,5 bag containing two sample THC dabs,Concentrate,,,587
is,*Each item is asamplefrom a large batchofthe respectiveitem,Unknown,,,587
Entry-588-1393,CheckforCDS: ? CDSPossessionO CDSPWIDO Unknown 05/29/2025 Harford B,Ambiguous,,,588
Entry-588-1394,Suspect OJuvenile O Unknown DOB: n/a FBI#: SID#:,Ambiguous,,,588
Entry-588-1395,Victim O Unknown DOB:,Ambiguous,,,588
Entry-588-1396,Drug Chemistry THC percentage,Unknown,,,588
Entry-588-1397,1 bag containing three samples ofsuspected psilocybin,Ambiguous,,,588
Entry-588-1398,2 bag containing three samples the gummies rv 1 lt Inf,Edible,,,588
Entry-588-1399,3 bag containing three samples the cartridge,Cartridge,,,588
Entry-588-1401,"!;tatedinessentiallythesameconditionaswhenreceived,exceptthatmaterialorportionconsumedlntheanalysisattheForensicSciencesDivision.",Ambiguous,,,588
Entry-589-1403,"On April 7th, 2025, Detective Armiger co-ordinated an undercover buy ofCannabis from Smoke Star ,Inc.",Flower,,,589
Entry-589-1404,"they metwith Det. Armiger, who tookcustodyofthe purchased Cannabis.",Flower,,,589
Entry-589-1405,"Det. Armigerthen tooktheCannabis backto the Harford County DrugTask Force Office, where itwas",Flower,,,589
MD 21001,"Supplement2X 3.5Grams Cannabis(\O.fl-- 3726 Churchville Rd., Suite F, Aberdeen, MD 21001",Flower,3.5,,589
at 1215,"suspected Cannabis to the Alcohol, Tobacco, and Cannabis Commission, located at 1215 E. Fort Ave. #300,",Flower,,,589
Entry-590-1408,"Cannabisthatwas purchasedfromSmoke StaronThursday,April 03rd, 2025, testedforTetrahydrocannabinol (THC)",Flower,,,590
Entry-590-1409,"DetectiveArmigermetwith Agent Mangold, who wouldconduct thetest. Thecannabiswastestedutilizingthe",Flower,,,590
Entry-590-1410,"LightLab 3 CannabisAnalyzer. Asa result ofthe ? test, thepurchased Cannabistestedat atot THJ levelof 22.7%THC,",Flower,,,590
at 1215,"Tobacco, and CannabisCommission, located at 1215 East FortAvenue#300, Baltimore, MD 21230, inorderto have the",Flower,,,590
Entry-591-1411,Sample ID: 24-00044777,Unknown,,,591
Entry-592-1412,THC:CBD Ratio,Unknown,,,592
Entry-593-1414,• Total THC: 22.7%,Unknown,,,593
Entry-593-1415,• THC-A: 22 5%,Flower,,,593
Entry-593-1416,• 119-THC: 2 9%,Unknown,,,593
Entry-593-1417,.AB-THC': ND,Unknown,,,593
Entry-594-1418,"Bribery ChildAbuse(First/Second Degree) Dealing,nControlledDangerousSu6siâñfi?s""(m· ding",Preroll,,,594
EV-25,1 Tan & ClearBag Containing a Green Leafy Substance EV-25-1863,Ambiguous,,,595
Entry-595-1419,CheckforCDS: 0 CDS PossessionI=:] CDSPWIDO Unknown 04/03/25 Harford B,Ambiguous,,,595
Entry-595-1420,Suspect OJuvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,595
Entry-595-1421,Victim D Unknown DOB:,Ambiguous,,,595
Entry-595-1423,"statedlnessentiallythesamerondltlonaswhenreceived,exceptthatmaterialorportionconsimedintheanalysisattheForensicSciencesDMsion.",Ambiguous,,,595
Entry-596-1424,Tan & ClearBag Containing Suspected Cannabis,Flower,,,596
Entry-596-1425,2 1 Susoected Cannabis OYes OVes,Flower,,,596
Entry-597-1426,Controlled Dan Substances CDS,Preroll,,,597
Entry-598-1428,Mushroom Gummies,Edible,,,598
Entry-598-1429,"On May 14th, 2025, Detective Armiger coordinated an undercover buy of Cannabis from Smoke Star",Flower,,,598
MD 21001,"Supplement 3.5 GramsCannabis/One Package (8) 3726Churchville Rd., Aberdeen, MD 21001",Flower,,,598
Entry-599-1430,Bribery ChildAbuse(First/Second Degree) DealinginControlledDangerousSubstances(incu,Preroll,,,599
Entry-600-1431,CheckforCDS: 0 CDSPossessíon 0 CDS PWIDO Unknown 05/14/25 Harford 13,Ambiguous,,,600
Entry-600-1432,Suspect O Juvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,600
Entry-600-1433,Victim O Unknown DOB:,Ambiguous,,,600
Entry-600-1434,"statedinessentiallythesameconditionaswhenreœived,exœptthatmaterialorportionconsumedintheanalysisattheForensicSciencesDivision.",Ambiguous,,,600
Entry-601-1435,e ontroIl e d D an:?erous s u b s tanees - CDS,Concentrate,,,601
Entry-601-1437,"1 1 .... ""Gelato 42 H}'.brid"" containing susoected Cannabis $30 E Œ O !N V o es O Œ!N Y o es -?------·-- ---·-",Flower,,,601
Entry-601-1438,"2 1 __""DesertStardust Mushroom Gummies"" -· $25 E O [il v N e o s l 0 î Y lN e o s",Edible,,,601
Entry-601-1439,ApproximateWeight> 8 Gummies,Edible,,,601
Qty,Item Qty S1JOOV1Sor Designau:suspectedCDStypeandpackaging. Estimated,Ambiguous,,,601
Entry-602-1440,Controlled Dan Substances CDS,Preroll,,,602
Entry-603-1441,Supplement/UCBuy 3.SgramsofCannabis,Flower,,,603
Entry-603-1442,undercovercapacity wherehe wastasked withconducting an undercoverpurchase ofcannabis from an,Flower,,,603
Entry-603-1443,"commonly used for cigarillo) and flower(aslangterm commonlyused for Cannabis),"". The clerkpresented",Flower,,,603
Entry-603-1444,numerous strains ofcannabisreadyto sell to Detective Scroggins. Detective Scrogginseventually decided onthe,Flower,,,603
Entry-603-1445,"strainof""Super Sonic"". Theclerkthen retrieved apackoftherespectivecannabis from behindthecounter. This",Flower,,,603
Entry-604-1446,cherries and more. This bagcontaining approximately 3.5 grams ofCannabis. Detective Scrogginspaidforthe,Flower,3.5,,604
Entry-604-1447,cigarillo's and the 3.5 grams ofcannabis.,Flower,3.5,,604
Entry-604-1448,"Afterthe sale,Detective Scrogginsretwnedto his covertvehicle andeventually transported the Cannabis",Flower,,,604
Entry-605-1449,containingaleafygreensubstance--------------------------------- O.OO E OYes O Yes,Ambiguous,,,605
Entry-606-1450,Controlled Dan Substances CDS,Preroll,,,606
Entry-609-1451,CheckforCDS:0 CDS PossessionE] CDSPWIDO Unknown 05/29/25 Harford G,Ambiguous,,,609
Entry-609-1452,Suspect D Juvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,609
Entry-609-1453,Victim D Unknown 008;,Ambiguous,,,609
Entry-609-1454,"statedinessentíallythesamea:>nditionaswhenreceived,exceptthatmaterialorportiona:>nsumedintheanalysisattheForensicSciencesDivision.",Ambiguous,,,609
s,• Dabs -39 items containing 71grams,Concentrate,71.0,,610
s,• Carts-100 items containing 200,Cartridge,,,610
s,"• Pre-Rolled ""Joints"" -799 items",Preroll,,,610
s,• Prepackaged Flower - 113 items,Flower,,,610
s,• Raw Flower- 16items containing,Flower,,,610
scontaininga,• Gummies - 654Itemscontaininga,Edible,,,610
Entry-611-1461,3 THC Products GlassCase 1149,Unknown,,,611
2,"Item#2 was Psilocybinproducts. Detective Buettnerseized atotal of252 items suspected ofcontaining Psilocybin in various forms. Based offthe packaging ofthe seizeditems,atotal of221 gramstotalofPsilocy",Ambiguous,,,612
Entry-613-1463,(Example ofGummies seized),Edible,,,613
swere,All ofthe abovelisted itemswere submitted into evidence. Several samples were pulled fortestingand,Unknown,,,614
s,BoxofGummies containing217 items,Edible,,,616
Entry-617-1466,Controlled Dan erous Substances CDS,Preroll,,,617
DescriptiooColor,"18. 19. 20. ItemDescriptiooColor, 21. 22. Status 23. Sp<cify 24. PropertyM.IIOilgemeotUseOnly",Concentrate,,,618
Entry-620-1472,Boxofflower,Flower,,,620
Qty,"Item Qty SUJ>aVUOf Desip,atesuspectedCOStypeaodp:acu.gùlg Estirnatod",Ambiguous,,,620
s,?? BoieofPre-Rolledcannabisocarettescontainina799items,Flower,,,620
s,":)?""' Bexoforeaackaaedflowercontalnina 113items",Flower,,,620
stotal,":'.)?""' BoxcontaininaGummies DabsandCarts.271 Itemstotal",Concentrate,,,620
Entry-621-1473,Controlled Danzerous Substances CDS,Preroll,,,621
Entry-622-1474,iii No Type(s)ofCDS? Marijuana ? Female,Flower,,,622
Entry-624-1475,? No Type(s)ofCDS?Marijuana Iii Female,Flower,,,624
Entry-626-1476,? No Type(s)ofCDS? Marijuana ? Female,Flower,,,626
Entry-628-1477,"Distribution, PossessionwithIntentto Distribute, andPossessionofaControlledDangerousSubstances",Preroll,,,628
Entry-628-1478,"Controlled Dangerous Substances, including narcotics, hallucinogens, and other dangerous drugs",Preroll,,,628
Entry-629-1479,"operation of controlled dangerous substances violations, found in or upon said premises and",Preroll,,,629
Entry-629-1480,"person(s) in close proximity to contraband, controlled dangerous substances or controlled",Preroll,,,629
Entry-629-1481,controlleddangeroussubstance violations andansweringmachineandansweringmachinetapes;,Preroll,,,629
Entry-629-1482,fromviolations ofthe controlleddangeroussubstanceslaws;,Preroll,,,629
s,• Gummies - 654 items containinga,Edible,,,630
s,• Carts - 100 items containing200,Cartridge,,,630
s,• Prepackaged Flower- 113 items,Flower,,,630
s,• Raw Flower - 16 items containing,Flower,,,630
scontaining,• Dabs -39 itemscontaining 71grams,Concentrate,71.0,,630
Entry-631-1489,3 THC Products Glass Case 1149,Unknown,,,631
2,"Item #2 was Psilocybinproducts. Detective Buettnerseized atotal of252 items suspected ofcontaining Psilocybin in various forms. Based offthe packaging ofthe seized items, atotal of221 grams total ofPs",Ambiguous,,,632
Entry-633-1491,(Example ofGummies seized),Edible,,,633
Entry-636-1492,NameUnknown : D Juvenile: D,Ambiguous,,,636
s,"f;,5 BoxofGummiescontaining 217 items",Edible,,,643
Entry-644-1494,Controlled Danzerous Substances CDS,Preroll,,,644
Entry-647-1498,Boxofflower,Flower,,,647
s,"?""' Box:ofPre-Rolledcannabisciaarettescontainino 799items",Flower,,,647
s,J?V\ BexofJ)re_Q_ackaoedflowercontainini;i 113items,Flower,,,647
s,??? Bexofgummiescontainina305items,Edible,,,647
stotal,)?? BoxcontainingGummies DabsandCarts.271 Itemstotal,Concentrate,,,647
Entry-648-1500,Controlled Danaerous Substances CDS,Preroll,,,648
Entry-649-1501,Drug Related DrugType MARIJUANA,Flower,,,649
Entry-650-1502,NameUnknown : D Juvenile: D,Ambiguous,,,650
S,Description : BOXCONTAINING249 THC MISC. ITEMS,Unknown,,,651
S,Description : BOXWITH46 MISC. THC ITEMS,Unknown,,,651
Entry-652-1505,Description : SAMPLEOFPSILOCYBIN EDIBLES,Edible,,,652
Entry-652-1506,Description : SAMPLEOF CANNABIS,Flower,,,652
Entry-652-1507,Description : SAMPLEOF EDIBLES,Edible,,,652
Entry-653-1508,Description : SAMPLEOF THCVAPE,Cartridge,,,653
Entry-653-1509,Description : SAMPLEOFTHC PRODUCT,Unknown,,,653
Entry-654-1511,Description : THC VAPE CARTRIDGE I,Cartridge,,,654
Entry-654-1512,Description : PLASTIC BAG CONTAININGPSILOCYBIN GUMMIES I,Edible,,,654
Entry-654-1513,Description : THC EDIBLES I,Edible,,,654
S,Description : BOXWITH46 MISC.THC ITEMS I,Unknown,,,654
Entry-655-1514,Description : PLASTICTUBECONTAININGCANNABIS I,Flower,,,655
Entry-656-1515,CheckforCDS: OCDSPossession0 CDSPWIDO Unknown 5/29/25 Harford El,Ambiguous,,,656
Entry-656-1516,Suspect OJuvenile O Unknown DOB: N/A FBI#: SID#:,Ambiguous,,,656
Entry-656-1517,Victim D Unknown DOB:,Ambiguous,,,656
Entry-656-1518,1 Zip-lock bag with a plastic bag containing suspected Psilocybin gummieslt·l?• ?7l,Edible,,,656
Entry-656-1519,2 Zip-Lock bag with suspected Cannabis f'JI. J<· ?6 7a,Flower,,,656
Entry-656-1520,"3 Zip- Lock bag with a package containing suspected THC edibles!V·l$""·_J,1.3",Edible,,,656
Entry-656-1521,4 Zip-Lock bag with a box containing suspected THC vape cartridge¡.y-?.2.'1')L{,Cartridge,,,656
Entry-656-1522,"5 Zip-Lock bag with plastictube containing suspected Cannabis Bl·?S. ,.,16",Flower,,,656
Entry-656-1524,"statedinessentiallythesameconditionaswhenreceived,exceptthatmaterialorportionconsumedintheanalysisattheForensicsdeocesDMsiOn.",Ambiguous,,,656
is,Each item is a sample of a larger batch perthattype ofsuspected CDS,Ambiguous,,,656
Entry-659-1525,e trolled D Subst CDS,Preroll,,,659
Qty,Item Qty S11?SO< DesignatesuspectedCDStypeand - packaging. Estimated,Ambiguous,,,659
s,Boxwith331 THC items,Unknown,,,659
s,Boxwith46THCfloweritems,Flower,,,659
Entry-660-1529,Controlled Danzerous Substances CDS,Preroll,,,660
Entry-661-1530,Supplement/UCBuy 3.SgramsofCannabis,Flower,,,661
Entry-661-1531,undercovercapacity wherehe was taskedwithconducting an undercoverpurchase ofcannabisfrom an,Flower,,,661
Entry-661-1532,"smoking devices. Detective Scroggins didnotobserve any branded ""designer strands"" ofcannabis. Detective",Flower,,,661
Entry-661-1533,"""wraps (a slang term commonly usedforcigarillo) and flower (a slang termcommonly usedfor Cannabis)"". The",Flower,,,661
Entry-661-1534,clerkretrieved apack ofcannabisfrom underneaththe counter. Thisbag wasasealedzip lock designerstyle bag,Flower,,,661
Entry-662-1535,cannabis.,Flower,,,662
Entry-662-1536,"Afterthe sale, Detective Scrogginsreturnedto his covertvehicle andtransportedthe Cannabisto the",Flower,,,662
EV-25,1 Popart Bag Containing Suspected Cannabis EV-25-1242,Flower,,,663
Entry-663-1537,CheckforCOS:0 COS Possession ? CDSPWIO O Unknown 03/18/25 Harford [3,Ambiguous,,,663
Entry-663-1538,Suspect O Juvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,663
Entry-663-1539,Victim O Unknown DOB:,Ambiguous,,,663
Entry-663-1541,"statedlnessentiallythesameconditionaswhenrecelVed,exceptthatmaterialorportionconsumedintheanalysisattheForensicSciencesDivision.",Ambiguous,,,663
Entry-664-1543,"Cannabis thatwaspurchased fromTobaccoTownonTuesday, March 181\ 2025, testedforTetrahydrocannabinol (THC}",Flower,,,664
Entry-664-1544,"DetectiveArmigermetwithAgentMangold, who wouldconduct the test. Toe cannabiswas testedutilizing the",Flower,,,664
Entry-664-1545,"LightLab 3 Cannabis Analyzer. Asaresult ofthetest,thepurchased Cannabis testedata t 'HC levelof10.7% THC,",Flower,,,664
Entry-665-1546,Sample ID: 25-44777,Unknown,,,665
Entry-666-1547,Sample ID: 25-44777,Unknown,,,666
Entry-667-1548,THC:CBD Ratio,Unknown,,,667
Entry-667-1549,High THC Sample,Unknown,,,667
Entry-667-1551,Total THC: 10.7%,Unknown,,,667
Entry-667-1552,THC-A: 12.2%,Flower,,,667
Entry-668-1553,O 51102153204255306357408459510,Cartridge,,,668
Entry-668-1554,t? Total THC: 107%,Unknown,,,668
Entry-668-1555,THC-A: 12.2%,Flower,,,668
Entry-668-1556,• â9-THC: ND,Unknown,,,668
Entry-668-1557,•â8-THC*: ND ',Unknown,,,668
Entry-669-1558,Sample ID: 2025-00044777 Aberdeen,Unknown,,,669
Entry-670-1559,SAMPLE DETAILS,Unknown,,,670
Entry-670-1560,THC:CBD Ratio,Unknown,,,670
Entry-670-1561,High THC Sample,Unknown,,,670
Entry-671-1563,Total THC: 2.7%,Unknown,,,671
Entry-671-1564,.THC-A: ND,Flower,,,671
Entry-671-1565,A9-THC: 2.7%,Unknown,,,671
Entry-671-1566,AS-THC*: 5.7%,Unknown,,,671
